,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
304,1,CLE,2014,Kansas,8,571,20062,11101,2522,1327,.449,.349,.727,35.1,19.4,4.4,2.3,23.2,.055,-1.5,2.6,201.12181818181818,89.357624,Small Forward
305,2,MIL,2014,Duke,8,310,8535,4380,1703,610,.494,.326,.743,27.5,14.1,5.5,2.0,13.8,.078,-0.8,2.5,204.12363636363636,111.13004,Power Forward
306,3,PHI,2014,Kansas,6,298,9194,7563,3345,962,.488,.333,.809,30.9,25.4,11.2,3.2,38.4,.201,5.6,17.5,210.12727272727273,127.00576,Center
307,4,ORL,2014,Arizona,8,499,14367,6437,3127,1239,.456,.322,.700,28.8,12.9,6.3,2.5,27.1,.090,0.0,7.1,204.12363636363636,106.59412,Power Forward
308,6,BOS,2014,Oklahoma State,8,491,14599,5050,1764,2129,.378,.318,.779,29.7,10.3,3.6,4.3,26.8,.088,-0.3,6.2,189.11454545454546,99.79024,Shooting Guard
309,7,LAL,2014,Kentucky,8,494,15296,8632,4572,1712,.477,.334,.742,31.0,17.5,9.3,3.5,30.2,.095,0.3,8.9,204.12363636363636,113.398,Power Forward
310,8,SAC,2014,Michigan,6,337,6686,2283,691,514,.389,.354,.814,19.8,6.8,2.1,1.5,3.9,.028,-3.0,-1.7,198.12,92.98636,Shooting Guard
311,9,CHH,2014,Indiana,7,339,5683,1660,1742,257,.459,.308,.691,16.8,4.9,5.1,0.8,9.2,.078,-2.4,-0.6,183.11090909090908,116.573144,Power Forward
312,10,PHI,2014,Louisiana,8,479,13153,4975,1975,2820,.448,.286,.629,27.5,10.4,4.1,5.9,15.9,.058,-0.9,3.8,189.11454545454546,88.45044,Point Guard
313,11,DEN,2014,Creighton,8,512,10676,4685,1211,477,.477,.409,.817,20.9,9.2,2.4,0.9,18.9,.085,-1.8,0.5,201.12181818181818,102.0582,Small Forward
314,13,MIN,2014,UCLA,8,453,14323,8875,1770,1738,.461,.386,.829,31.6,19.6,3.9,3.8,21.6,.072,0.4,8.7,195.11818181818182,90.7184,Shooting Guard
315,14,PHO,2014,NC State,7,332,9553,5142,1372,397,.507,.357,.780,28.8,15.5,4.1,1.2,19.6,.099,-0.2,4.2,204.12363636363636,99.79024,Small Forward
316,15,ATL,2014,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.9,-1.4,183.11090909090908,107.501304,Power Forward
317,17,BOS,2014,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-3.4,-0.3,198.12,97.52228,Shooting Guard
318,18,PHO,2014,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-3.4,-0.8,189.11454545454546,87.996848,Point Guard
319,19,CHI,2014,Michigan State,8,450,13015,5344,1135,936,.449,.360,.808,28.9,11.9,2.5,2.1,20.0,.074,-1.4,2.0,192.11636363636364,95.25431999999999,Shooting Guard
320,21,OKC,2014,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-2.6,-0.1,183.11090909090908,115.66596,Power Forward
321,22,MEM,2014,UCLA,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,1.7,0.2,195.11818181818182,94.80072799999999,Shooting Guard
322,23,UTA,2014,Duke,8,433,10827,4618,1148,728,.420,.365,.841,25.0,10.7,2.7,1.7,17.3,.077,-1.2,2.2,204.12363636363636,94.347136,Shooting Guard
