,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
1680,86,PHO,1982,University of South Alabama,5,324,5410,2387,749,232,.506,.077,.681,16.7,7.4,2.3,0.7,6.5,.058,-2.6,-0.9,204.12363636363636,95.25431999999999,Small Forward
1681,138,BOS,1982,Richmond,2,22,117,57,22,18,.333,.000,.700,5.3,2.6,1.0,0.8,-0.5,-.207,-11.6,-0.3,198.12,95.25431999999999,Shooting Guard
1682,140,SDC,1982,Colorado State,3,97,1158,296,93,159,.416,.364,.692,11.9,3.1,1.0,1.6,1.5,.060,-2.3,-0.1,153.09272727272727,74.84268,Point Guard
1683,166,KCK,1982,Kansas State,10,540,6792,1451,1799,392,.498,.292,.684,12.6,2.7,3.3,0.7,15.2,.107,-0.7,2.2,201.12181818181818,107.954896,Power Forward
1684,221,PHO,1982,Idaho State University,1,12,45,14,4,2,.250,.000,.857,3.8,1.2,0.3,0.2,-0.1,-.124,-14.0,-0.1,183.11090909090908,99.79024,Small Forward
1685,1,DAL,1981,DePaul,13,923,27730,18458,4578,2871,.484,.312,.741,30.0,20.0,5.0,3.1,67.8,.117,1.5,24.4,198.12,105.233344,Small Forward
1686,2,DET,1981,Indiana,13,979,35516,18822,3478,9061,.452,.290,.759,36.3,19.2,3.6,9.3,80.7,.109,2.6,41.6,183.11090909090908,81.64656,Point Guard
1687,3,NJN,1981,Maryland,17,1307,42464,16784,13017,1646,.549,.167,.664,32.5,12.8,10.0,1.3,120.1,.136,0.0,21.7,204.12363636363636,97.52228,Power Forward
1688,4,ATL,1981,UNC,6,417,9939,4902,1262,742,.465,.211,.789,23.8,11.8,3.0,1.8,15.4,.074,-1.3,1.8,198.12,87.543256,Shooting Guard
1689,5,SEA,1981,Utah,7,510,10624,2613,1998,594,.496,.105,.570,20.8,5.1,3.9,1.2,15.3,.069,-1.7,0.8,201.12181818181818,95.25431999999999,Small Forward
1690,6,CHI,1981,Notre Dame,13,851,24041,13623,3696,1609,.513,.091,.737,28.3,16.0,4.3,1.9,53.0,.106,0.1,12.8,207.12545454545457,97.52228,Small Forward
1691,7,KCK,1981,Oregon State,10,626,13618,7345,3450,777,.572,.000,.634,21.8,11.7,5.5,1.2,26.9,.095,-1.7,1.1,183.11090909090908,106.59412,Center
1692,8,SDC,1981,Utah,16,1107,33922,20049,6703,2283,.468,.307,.807,30.6,18.1,6.1,2.1,79.0,.112,-0.6,12.0,183.11090909090908,99.79024,Power Forward
1693,9,DAL,1981,Kansas State,13,980,32087,17623,3278,2981,.493,.343,.840,32.7,18.0,3.3,3.0,75.6,.113,0.4,19.8,198.12,86.18248,Shooting Guard
1694,10,NJN,1981,Maryland,9,534,12836,6470,2262,1171,.461,.268,.791,24.0,12.1,4.2,2.2,16.3,.061,-1.7,1.1,198.12,86.18248,Small Forward
1695,11,WSB,1981,Wake Forest,10,596,12897,4937,1025,2476,.439,.218,.760,21.6,8.3,1.7,4.2,17.2,.064,-1.3,2.4,183.11090909090908,83.91452,Point Guard
1696,12,DET,1981,Notre Dame,10,707,20959,12142,2703,2090,.473,.361,.849,29.6,17.2,3.8,3.0,44.4,.102,0.1,11.2,198.12,99.79024,Small Forward
1697,13,UTA,1981,Syracuse,18,1138,21975,8780,5671,1299,.481,.133,.806,19.3,7.7,5.0,1.1,48.8,.107,-2.0,-0.1,183.41109090909092,106.59412,Center
1698,14,IND,1981,Ohio State,18,1102,28484,11944,6509,1856,.467,.095,.696,25.8,10.8,5.9,1.7,36.1,.061,-0.9,7.8,183.11090909090908,109.76926399999999,Center
1699,15,POR,1981,Virginia,6,291,3471,1495,437,269,.470,.222,.841,11.9,5.1,1.5,0.9,5.2,.072,-2.6,-0.5,198.12,88.45044,Small Forward
1700,16,POR,1981,Kansas,9,620,14395,5400,1318,3080,.437,.261,.787,23.2,8.7,2.1,5.0,22.1,.074,-0.5,5.5,183.11090909090908,83.007336,Point Guard
1701,17,KCK,1981,Alabama State University,3,148,2094,875,338,174,.461,.261,.695,14.1,5.9,2.3,1.2,2.4,.055,-1.7,0.2,198.12,92.98636,Small Forward
1702,18,NJN,1981,Indiana,5,261,2789,928,609,135,.495,.000,.544,10.7,3.6,2.3,0.5,2.9,.051,-3.0,-0.7,207.12545454545457,102.0582,Power Forward
1703,19,LAL,1981,Michigan,9,520,9271,4968,1112,629,.487,.354,.597,17.8,9.6,2.1,1.2,15.1,.078,-1.3,1.7,195.11818181818182,86.18248,Small Forward
1704,20,PHO,1981,Clemson,13,920,30697,15687,7352,2393,.546,.145,.755,33.4,17.1,8.0,2.6,109.6,.171,3.6,43.5,183.11090909090908,92.98636,Power Forward
1705,21,MIL,1981,Arizona State,16,953,18965,6298,5996,914,.512,.111,.597,19.9,6.6,6.3,1.0,36.6,.093,-1.4,3.1,210.12727272727273,108.86207999999999,Center
1706,22,PHI,1981,Cleveland State University,7,296,4436,1802,300,774,.449,.030,.795,15.0,6.1,1.0,2.6,3.9,.043,-1.9,0.1,183.11090909090908,77.11064,Point Guard
1707,23,BOS,1981,Wyoming,3,110,910,347,119,55,.416,.000,.585,8.3,3.2,1.1,0.5,0.3,.016,-3.4,-0.4,195.11818181818182,97.52228,Shooting Guard
1708,24,DAL,1981,Michigan State,9,576,15556,8729,3167,1124,.474,.148,.784,27.0,15.2,5.5,2.0,27.5,.085,-1.3,2.6,201.12181818181818,99.79024,Small Forward
1709,25,BOS,1981,Notre Dame,3,129,1797,694,243,132,.463,.154,.749,13.9,5.4,1.9,1.0,2.4,.064,-1.5,0.2,198.12,92.98636,Shooting Guard
1710,27,UTA,1981,Tennessee,1,42,342,144,65,9,.458,.000,.654,8.1,3.4,1.5,0.2,0.3,.049,-3.6,-0.1,201.12181818181818,106.59412,Small Forward
1711,28,SAS,1981,Duke,6,468,13074,5305,2718,1335,.539,.043,.730,27.9,11.3,5.8,2.9,31.2,.115,0.7,8.7,201.12181818181818,97.52228,Small Forward
1712,29,KCK,1981,Illinois,17,1199,32604,19202,4832,2550,.472,.335,.840,27.2,16.0,4.0,2.1,65.6,.097,-0.7,11.0,201.12181818181818,97.52228,Small Forward
1713,29,KCK,1981,Illinois,17,1199,32604,19202,4832,2550,.472,.335,.840,27.2,16.0,4.0,2.1,65.6,.097,-0.7,11.0,186.11272727272728,81.64656,Shooting Guard
1714,49,ATL,1977,Auburn,10,675,19975,10163,1522,3436,.476,.326,.791,29.6,15.1,2.3,5.1,41.0,.098,0.4,12.1,201.12181818181818,97.52228,Small Forward
1715,49,ATL,1977,Auburn,10,675,19975,10163,1522,3436,.476,.326,.791,29.6,15.1,2.3,5.1,41.0,.098,0.4,12.1,186.11272727272728,81.64656,Shooting Guard
1716,30,SAS,1981,University of South Alabama,2,83,929,287,124,62,.423,.000,.626,11.2,3.5,1.5,0.7,0.7,.034,-3.9,-0.5,201.12181818181818,86.18248,Small Forward
1717,31,BOS,1981,BYU,14,1042,27755,11964,2768,4199,.469,.378,.846,26.6,11.5,2.7,4.0,71.5,.124,1.1,21.9,192.11636363636364,79.3786,Shooting Guard
1718,33,GSW,1981,Arizona State,4,257,4528,1628,1146,156,.500,.000,.653,17.6,6.3,4.5,0.6,9.0,.095,-0.8,1.4,204.12363636363636,95.25431999999999,Power Forward
1719,35,WSB,1981,Vanderbilt,8,415,5050,2214,1008,309,.451,.170,.737,12.2,5.3,2.4,0.7,5.8,.056,-3.1,-1.4,201.12181818181818,97.52228,Small Forward
1720,36,IND,1981,Oregon State,1,49,546,226,41,68,.459,.222,.643,11.1,4.6,0.8,1.4,-0.1,-.013,-4.5,-0.3,192.11636363636364,83.91452,Shooting Guard
1721,41,WSB,1981,Wisconsin,2,25,315,136,97,16,.456,.000,.333,12.6,5.4,3.9,0.6,0.0,.007,-4.0,-0.2,204.12363636363636,92.98636,Power Forward
1722,43,DAL,1981,Ole Miss,8,505,9006,2397,1375,914,.432,.152,.714,17.8,4.7,2.7,1.8,8.5,.045,-2.0,0.0,195.11818181818182,86.18248,Small Forward
1723,52,ATL,1981,LSU,3,160,2752,1030,464,121,.449,.000,.776,17.2,6.4,2.9,0.8,3.2,.056,-3.5,-1.1,201.12181818181818,92.98636,Small Forward
1724,53,SEA,1981,Oregon State,2,97,808,347,76,161,.507,.286,.458,8.3,3.6,0.8,1.7,0.4,.023,-2.7,-0.1,192.11636363636364,86.18248,Shooting Guard
1725,55,CLE,1981,Florida State,1,33,221,73,15,34,.367,.000,.652,6.7,2.2,0.5,1.0,-0.2,-.051,-5.8,-0.3,189.11454545454546,77.11064,Point Guard
1726,57,NYK,1981,Penn State,12,731,16278,7302,3410,1384,.519,.324,.740,22.3,10.0,4.7,1.9,29.8,.088,-1.1,3.7,207.12545454545457,108.86207999999999,Center
1727,61,POR,1981,Washington,4,150,2060,693,563,153,.494,.500,.754,13.7,4.6,3.8,1.0,2.1,.050,-3.5,-0.8,216.1309090909091,117.93392,Center
1728,66,PHO,1981,Cal State Long Beach,1,32,103,43,12,15,.459,.500,.778,3.2,1.3,0.4,0.5,0.2,.095,-3.4,0.0,204.12363636363636,86.18248,Small Forward
1729,72,NJN,1981,VCU,1,64,1624,395,149,311,.406,.077,.650,25.4,6.2,2.3,4.9,2.5,.073,0.8,1.1,186.11272727272728,77.11064,Point Guard
1730,76,GSW,1981,Drake University,7,388,9406,5130,1192,1138,.524,.213,.771,24.2,13.2,3.1,2.9,19.8,.101,0.8,6.6,198.12,92.98636,Shooting Guard
1731,78,KCK,1981,Duke,3,95,1244,268,286,93,.429,.300,.644,13.1,2.8,3.0,1.0,1.4,.056,-1.5,0.2,204.12363636363636,99.79024,Power Forward
1732,81,HOU,1981,Howard University,5,169,2202,873,384,218,.517,.000,.752,13.0,5.2,2.3,1.3,3.4,.074,-2.5,-0.2,201.12181818181818,104.32616,Small Forward
1733,85,POR,1981,Fresno State,6,282,3220,1000,641,152,.505,.250,.689,11.4,3.5,2.3,0.5,5.2,.078,-2.7,-0.5,207.12545454545457,97.52228,Power Forward
1734,86,NYK,1981,Villanova,1,39,331,137,65,11,.524,.000,.604,8.5,3.5,1.7,0.3,0.4,.053,-2.6,0.0,198.12,97.52228,Small Forward
1735,88,LAL,1981,Creighton,6,243,3460,1320,317,342,.414,.367,.819,14.2,5.4,1.3,1.4,4.0,.056,-2.2,-0.2,195.11818181818182,88.45044,Shooting Guard
1736,102,GSW,1981,Memphis,6,206,1857,600,464,98,.451,.000,.710,9.0,2.9,2.3,0.5,2.0,.052,-3.6,-0.8,207.12545454545457,97.52228,Power Forward
1737,103,WSB,1981,Holy Cross,1,46,493,132,62,38,.583,.500,.825,10.7,2.9,1.3,0.8,1.1,.104,-1.0,0.1,201.12181818181818,86.18248,Small Forward
1738,130,CHI,1981,Louisville,1,6,30,5,6,5,.000,.000,.833,5.0,0.8,1.0,0.8,0.1,.093,-2.0,0.1,195.11818181818182,79.3786,Shooting Guard
1739,150,KCK,1981,William Paterson University,2,87,867,254,71,157,.489,.000,.741,10.0,2.9,0.8,1.8,1.1,.058,0.0,0.4,183.11090909090908,83.91452,Point Guard
1740,165,UTA,1981,Auburn,2,78,522,242,107,11,.404,.143,.765,6.7,3.1,1.4,0.1,0.3,.027,-6.3,-0.6,207.12545454545457,113.398,Power Forward
1741,1,GSW,1980,Purdue,10,705,22838,12455,5404,1264,.474,.000,.747,32.4,17.7,7.7,1.8,35.6,.075,-0.6,8.2,210.12727272727273,102.0582,Center
1742,2,UTA,1980,Louisville,10,765,21403,12391,2519,1627,.463,.332,.707,28.0,16.2,3.3,2.1,22.0,.049,-1.4,3.4,192.11636363636364,86.18248,Shooting Guard
1743,3,BOS,1980,Minnesota,13,971,30118,17335,7122,1670,.554,.261,.798,31.0,17.9,7.3,1.7,113.0,.180,2.5,34.3,183.11090909090908,95.25431999999999,Power Forward
1744,4,CHI,1980,Ohio State,6,474,11586,5380,901,2480,.454,.132,.782,24.4,11.4,1.9,5.2,17.9,.074,-0.9,3.3,183.11090909090908,77.11064,Point Guard
1745,5,DEN,1980,Jacksonville University,3,103,843,334,228,76,.428,.333,.629,8.2,3.2,2.2,0.7,-0.3,-.017,-4.5,-0.6,204.12363636363636,97.52228,Power Forward
1746,6,NJN,1980,UNC,8,407,8810,3355,1391,856,.490,.271,.651,21.6,8.2,3.4,2.1,14.6,.080,-0.6,3.1,201.12181818181818,93.893544,Small Forward
1747,7,NJN,1980,Duke,14,938,24058,10953,6480,1203,.465,.122,.843,25.6,11.7,6.9,1.3,55.9,.111,0.1,12.9,183.41109090909092,113.398,Center
1748,8,PHI,1980,Louisiana,8,468,12608,7458,1009,1965,.500,.342,.797,26.9,15.9,2.2,4.2,26.9,.103,-0.6,4.4,189.11454545454546,80.739376,Shooting Guard
1749,9,SDC,1980,La Salle,6,319,9372,4086,2001,818,.486,.152,.714,29.4,12.8,6.3,2.6,16.5,.085,-0.1,4.6,201.12181818181818,99.79024,Small Forward
1750,10,POR,1980,Iowa,6,250,4959,1816,473,1003,.469,.227,.788,19.8,7.3,1.9,4.0,6.3,.061,-1.3,0.9,186.11272727272728,79.3786,Point Guard
1752,12,NYK,1980,Indiana,11,786,20021,10981,1838,1822,.466,.271,.813,25.5,14.0,2.3,2.3,34.6,.083,-0.3,8.5,195.11818181818182,88.45044,Shooting Guard
1753,13,GSW,1980,Mississippi State,5,340,4487,1482,1200,119,.464,.000,.667,13.2,4.4,3.5,0.4,4.7,.051,-4.4,-2.8,183.11090909090908,97.52228,Center
1754,14,WSB,1980,Wisconsin,9,465,9305,3654,626,1955,.478,.225,.788,20.0,7.9,1.3,4.2,11.0,.057,-1.3,1.8,183.11090909090908,77.11064,Point Guard
1755,15,SAS,1980,Tennessee,4,305,5979,2564,1238,262,.505,.143,.716,19.6,8.4,4.1,0.9,11.0,.088,-2.4,-0.5,207.12545454545457,92.98636,Power Forward
1756,16,KCK,1980,NC State,2,70,1048,404,146,87,.462,.286,.750,15.0,5.8,2.1,1.2,1.3,.062,-1.6,0.1,195.11818181818182,106.59412,Shooting Guard
1757,17,DET,1980,Missouri,10,714,18370,8110,1265,3702,.467,.291,.798,25.7,11.4,1.8,5.2,24.4,.064,-0.9,5.0,183.11090909090908,77.11064,Point Guard
1758,18,ATL,1980,Washington State,6,303,6134,2983,837,546,.485,.069,.749,20.2,9.8,2.8,1.8,10.5,.082,0.2,3.5,198.12,86.18248,Small Forward
1759,19,UTA,1980,Georgetown,3,201,2947,712,226,411,.435,.120,.750,14.7,3.5,1.1,2.0,-0.8,-.014,-5.4,-2.5,189.11454545454546,88.45044,Point Guard
1760,20,SEA,1980,Notre Dame,10,748,15534,5414,2058,2058,.434,.213,.781,20.8,7.2,2.8,2.8,24.7,.076,-1.4,2.2,201.12181818181818,83.91452,Small Forward
1761,23,DEN,1980,Indiana State University,3,156,2579,1067,297,249,.462,.000,.570,16.5,6.8,1.9,1.6,-0.4,-.007,-4.5,-1.6,183.11090909090908,79.3786,Shooting Guard
1762,24,GSW,1980,Alcorn State,13,883,22879,5904,8125,941,.531,.000,.531,25.9,6.7,9.2,1.1,46.0,.096,-1.6,2.4,204.12363636363636,97.52228,Power Forward
1763,25,GSW,1980,Iona College,8,332,11088,5763,3378,1002,.564,.158,.718,33.4,17.4,10.2,3.0,34.3,.149,2.1,11.5,183.11090909090908,108.86207999999999,Center
1764,26,CHI,1980,Marquette,2,69,967,239,116,118,.492,.000,.750,14.0,3.5,1.7,1.7,0.7,.032,-2.0,0.0,195.11818181818182,88.45044,Point Guard
1765,28,ATL,1980,Georgetown,2,59,607,240,141,27,.453,.000,.600,10.3,4.1,2.4,0.5,0.0,-.001,-6.4,-0.7,201.12181818181818,95.25431999999999,Small Forward
1766,29,IND,1980,Syracuse,8,569,13353,5545,2117,853,.468,.083,.787,23.5,9.7,3.7,1.5,25.7,.093,-0.4,5.5,204.12363636363636,79.3786,Small Forward
1767,30,IND,1980,Louisiana-Monroe,3,49,388,150,40,41,.417,.200,.621,7.9,3.1,0.8,0.8,-0.2,-.026,-5.6,-0.5,189.11454545454546,83.91452,Shooting Guard
1768,31,LAL,1980,Virginia Tech,1,81,1592,643,294,112,.460,.000,.729,19.7,7.9,3.6,1.4,1.7,.052,-2.7,-0.3,204.12363636363636,98.429464,Power Forward
1769,35,WSB,1980,Hampton,18,1117,25779,7763,6957,1082,.493,.132,.704,23.1,6.9,6.2,1.0,51.7,.096,-1.3,4.5,183.11090909090908,108.86207999999999,Power Forward
1770,36,NYK,1980,LSU,3,49,521,224,140,10,.417,.167,.628,10.6,4.6,2.9,0.2,0.2,.017,-5.5,-0.5,204.12363636363636,94.347136,Power Forward
1771,37,LAL,1980,Indiana,6,361,6814,3137,546,683,.475,.307,.788,18.9,8.7,1.5,1.9,8.5,.060,-2.0,0.1,195.11818181818182,81.64656,Shooting Guard
1772,39,SAS,1980,Cal State Long Beach,2,94,1284,692,246,63,.561,.000,.709,13.7,7.4,2.6,0.7,2.9,.107,-0.2,0.6,207.12545454545457,90.7184,Power Forward
1773,41,DEN,1980,Seattle University,10,329,5241,1455,1353,162,.479,.000,.607,15.9,4.4,4.1,0.5,4.3,.039,-2.4,-0.6,210.12727272727273,97.52228,Center
1774,45,DET,1980,SMU,2,72,856,391,206,52,.422,.000,.725,11.9,5.4,2.9,0.7,0.9,.053,-2.1,0.0,183.11090909090908,99.79024,Power Forward
1775,47,DEN,1980,Arizona State,8,564,11441,3602,2474,681,.487,.100,.668,20.3,6.4,4.4,1.2,17.5,.074,-1.6,1.3,183.11090909090908,98.883056,Center
1776,50,CHI,1980,UCLA,3,114,1531,547,274,104,.463,.000,.723,13.4,4.8,2.4,0.9,2.0,.063,-2.0,0.0,201.12181818181818,88.45044,Small Forward
1777,51,DEN,1980,Old Dominion,1,24,123,84,30,7,.378,.500,.474,5.1,3.5,1.3,0.3,-0.3,-.128,-7.2,-0.2,201.12181818181818,95.25431999999999,Small Forward
1778,52,NJN,1980,West Virginia,3,112,2118,752,227,316,.442,.200,.750,18.9,6.7,2.0,2.8,1.5,.035,-2.7,-0.3,183.11090909090908,77.11064,Point Guard
1779,56,POR,1980,North Park University,2,123,1894,613,432,71,.474,.000,.559,15.4,5.0,3.5,0.6,2.4,.062,-2.4,-0.2,183.11090909090908,88.45044,Power Forward
1780,58,NYK,1980,Santa Clara,14,880,16299,4603,4961,931,.534,.000,.689,18.5,5.2,5.6,1.1,38.3,.113,0.0,8.1,204.12363636363636,96.615096,Power Forward
1781,70,DET,1980,University of Portland,8,612,14156,5820,1308,2248,.453,.196,.764,23.1,9.5,2.1,3.7,22.9,.078,0.6,9.4,189.11454545454546,83.460928,Point Guard
1782,75,NJN,1980,Villanova,12,836,22550,7557,1755,4192,.466,.260,.797,27.0,9.0,2.1,5.0,28.3,.060,-1.5,3.0,186.11272727272728,79.3786,Point Guard
1783,93,DET,1980,Pepperdine,1,15,248,60,42,28,.364,.000,.750,16.5,4.0,2.8,1.9,-0.1,-.021,-4.0,-0.2,192.11636363636364,81.64656,Shooting Guard
1784,103,DAL,1980,UCLA,1,22,276,59,65,25,.343,.000,.591,12.5,2.7,3.0,1.1,-0.3,-.054,-5.6,-0.3,207.12545454545457,99.79024,Power Forward
1785,141,GSW,1980,Washington,5,291,5188,1731,385,1022,.464,.211,.749,17.8,5.9,1.3,3.5,8.0,.074,-0.6,1.8,183.11090909090908,79.3786,Point Guard
1786,168,POR,1980,Montana,2,46,293,82,85,23,.369,.000,.667,6.4,1.8,1.8,0.5,-0.1,-.010,-5.9,-0.3,183.11090909090908,117.93392,Power Forward
1787,169,DAL,1980,Lamar,2,51,447,198,128,19,.485,.000,.692,8.8,3.9,2.5,0.4,1.0,.107,-3.6,-0.2,198.12,98.883056,Power Forward
1788,182,GSW,1980,San Francisco,1,59,597,190,60,71,.454,.000,.564,10.1,3.2,1.0,1.2,-0.6,-.050,-5.6,-0.5,195.11818181818182,86.18248,Shooting Guard
1789,182,GSW,1980,San Francisco,1,59,597,190,60,71,.454,.000,.564,10.1,3.2,1.0,1.2,-0.6,-.050,-5.6,-0.5,195.11818181818182,86.18248,Shooting Guard
1790,98,IND,1979,San Francisco,1,59,597,190,60,71,.454,.000,.564,10.1,3.2,1.0,1.2,-0.6,-.050,-5.6,-0.5,195.11818181818182,86.18248,Shooting Guard
1791,98,IND,1979,San Francisco,1,59,597,190,60,71,.454,.000,.564,10.1,3.2,1.0,1.2,-0.6,-.050,-5.6,-0.5,195.11818181818182,86.18248,Shooting Guard
1792,1,LAL,1979,Michigan State,13,906,33245,17707,6559,10141,.520,.303,.848,36.7,19.5,7.2,11.2,155.8,.225,7.5,80.0,207.12545454545457,97.52228,Point Guard
1793,2,CHI,1979,UCLA,12,823,23370,8428,6537,1614,.477,.138,.765,28.4,10.2,7.9,2.0,46.4,.095,-0.7,7.4,207.12545454545457,100.697424,Power Forward
1794,3,NYK,1979,San Francisco,15,963,27491,12713,6106,1390,.525,.000,.771,28.5,13.2,6.3,1.4,72.8,.127,-0.6,9.7,213.1290909090909,111.13004,Center
1795,4,DET,1979,Michigan State,6,305,6032,2961,1402,411,.486,.167,.686,19.8,9.7,4.6,1.3,8.6,.069,-1.7,0.4,201.12181818181818,86.18248,Small Forward
1796,5,MIL,1979,Arkansas,11,767,23150,11931,3575,2793,.502,.284,.831,30.2,15.6,4.7,3.6,90.3,.187,3.7,33.1,189.11454545454546,81.64656,Shooting Guard
1797,6,SEA,1979,Rutgers University,9,595,11625,5246,2988,488,.484,.077,.703,19.5,8.8,5.0,0.8,16.3,.067,-2.9,-2.6,207.12545454545457,99.79024,Power Forward
1798,7,SEA,1979,Baylor,13,984,24308,11825,3109,3212,.464,.254,.740,24.7,12.0,3.2,3.3,50.8,.100,0.7,16.4,186.11272727272728,90.7184,Shooting Guard
1799,8,NJN,1979,Louisiana-Monroe,11,599,18818,10291,4070,1306,.528,.219,.768,31.4,17.2,6.8,2.2,57.2,.146,1.2,15.4,198.12,99.79024,Small Forward
1800,9,NYK,1979,Arizona,3,206,3192,976,805,106,.459,.000,.580,15.5,4.7,3.9,0.5,1.4,.022,-5.6,-2.9,207.12545454545457,102.0582,Power Forward
1801,10,DET,1979,UCLA,2,73,1121,336,110,192,.400,.000,.684,15.4,4.6,1.5,2.6,-0.4,-.017,-4.3,-0.7,186.11272727272728,81.64656,Point Guard
1802,11,NJN,1979,USC,11,629,19284,10823,5237,1249,.468,.184,.722,30.7,17.2,8.3,2.0,30.5,.076,-0.6,6.9,207.12545454545457,99.79024,Power Forward
1803,12,POR,1979,Dayton,11,784,21357,11199,1593,2300,.498,.225,.807,27.2,14.3,2.0,2.9,53.7,.121,0.5,13.3,198.12,90.7184,Shooting Guard
1804,13,IND,1979,UNC,9,600,10192,3131,1098,1147,.440,.293,.730,17.0,5.2,1.8,1.9,16.5,.078,0.7,7.0,198.12,88.45044,Shooting Guard
1805,14,LAL,1979,UCLA,3,93,686,293,59,63,.403,.190,.746,7.4,3.2,0.6,0.7,0.4,.026,-3.5,-0.3,189.11454545454546,81.64656,Shooting Guard
1806,15,DET,1979,Michigan,10,665,15863,7228,3538,857,.495,.038,.706,23.9,10.9,5.3,1.3,29.0,.088,-1.7,1.4,204.12363636363636,97.52228,Small Forward
1807,16,PHI,1979,Duke,5,259,5290,2505,652,572,.470,.250,.855,20.4,9.7,2.5,2.2,12.3,.112,0.7,3.7,195.11818181818182,86.18248,Shooting Guard
1808,18,KCK,1979,Alabama,6,438,11345,3898,2707,691,.514,.000,.699,25.9,8.9,6.2,1.6,24.8,.105,-0.4,4.6,198.12,102.0582,Small Forward
1809,19,SAS,1979,Mississippi State,1,52,628,180,183,33,.432,.000,.618,12.1,3.5,3.5,0.6,0.3,.023,-4.2,-0.4,201.12181818181818,99.79024,Small Forward
1810,21,NYK,1979,Rhode Island,7,305,6617,3327,1287,603,.478,.162,.692,21.7,10.9,4.2,2.0,13.4,.097,0.6,4.2,201.12181818181818,95.25431999999999,Small Forward
1811,22,PHO,1979,Kentucky,7,551,14246,5259,1214,2198,.501,.337,.873,25.9,9.5,2.2,4.0,36.0,.121,0.7,9.6,189.11454545454546,79.3786,Point Guard
1812,24,PHO,1979,Nevada,4,274,4538,1396,617,525,.435,.105,.619,16.6,5.1,2.3,1.9,4.7,.050,-1.6,0.5,189.11454545454546,83.91452,Point Guard
1813,25,LAL,1979,East Carolina University,3,128,2513,916,319,230,.458,.000,.674,19.6,7.2,2.5,1.8,2.5,.048,-1.5,0.3,189.11454545454546,83.91452,Shooting Guard
1814,26,CLE,1979,Notre Dame,1,53,699,261,180,47,.534,.000,.774,13.2,4.9,3.4,0.9,1.7,.119,0.2,0.4,204.12363636363636,102.0582,Power Forward
1815,27,NYK,1979,St. John's,2,135,1459,471,164,206,.388,.000,.772,10.8,3.5,1.2,1.5,0.4,.014,-3.5,-0.6,189.11454545454546,79.3786,Shooting Guard
1816,30,DEN,1979,DePaul,1,78,1106,334,138,145,.435,.316,.692,14.2,4.3,1.8,1.9,0.5,.020,-2.6,-0.2,192.11636363636364,81.64656,Point Guard
1817,31,MIL,1979,Nevada,6,363,6960,3257,1745,331,.506,.262,.710,19.2,9.0,4.8,0.9,15.0,.103,-0.7,2.2,183.11090909090908,102.0582,Power Forward
1818,36,PHI,1979,Seattle University,8,586,11818,4084,1378,1461,.463,.244,.770,20.2,7.0,2.4,2.5,16.6,.067,-1.5,1.6,189.11454545454546,88.45044,Shooting Guard
1819,37,PHI,1979,Marquette,1,23,124,55,34,12,.359,.143,.800,5.4,2.4,1.5,0.5,-0.1,-.036,-5.4,-0.1,207.12545454545457,95.25431999999999,Power Forward
1820,42,HOU,1979,Kansas,12,694,9739,2764,2342,500,.451,.216,.694,14.0,4.0,3.4,0.7,13.5,.067,-3.3,-3.3,210.12727272727273,113.398,Center
1821,43,SEA,1979,Texas,9,520,13430,4890,1548,3866,.460,.251,.712,25.8,9.4,3.0,7.4,30.1,.108,2.2,14.4,183.11090909090908,79.3786,Point Guard
1822,47,CHI,1979,Oral Roberts,4,166,3008,855,436,242,.457,.300,.767,18.1,5.2,2.6,1.5,2.6,.042,-2.7,-0.6,201.12181818181818,86.18248,Small Forward
1823,48,DET,1979,Detroit Mercy,4,143,1977,961,160,170,.462,.329,.672,13.8,6.7,1.1,1.2,1.0,.023,-3.0,-0.5,186.11272727272728,81.64656,Shooting Guard
1824,49,CHI,1979,South Carolina,2,145,2971,1099,853,169,.475,.188,.639,20.5,7.6,5.9,1.2,2.2,.036,-4.1,-1.6,204.12363636363636,99.79024,Power Forward
1825,50,NYK,1979,Texas Tech,8,496,12252,4380,684,2509,.483,.254,.708,24.7,8.8,1.4,5.1,11.9,.047,-2.0,0.0,186.11272727272728,79.3786,Point Guard
1826,53,BOS,1979,Drake University,1,25,100,30,12,9,.234,.250,.700,4.0,1.2,0.5,0.4,-0.3,-.167,-8.8,-0.3,192.11636363636364,79.3786,Shooting Guard
1827,58,PHI,1979,Detroit Mercy,12,674,12420,3620,3172,678,.473,.000,.538,18.4,5.4,4.7,1.0,14.4,.056,-2.7,-2.1,207.12545454545457,95.25431999999999,Center
1828,65,CLE,1979,Notre Dame,14,1068,33956,13790,10400,2184,.498,.326,.837,31.8,12.9,9.7,2.0,105.6,.149,1.4,29.3,183.41109090909092,111.13004,Center
1829,67,UTA,1979,Utah,1,7,48,10,6,6,.182,1.000,.714,6.9,1.4,0.9,0.9,-0.1,-.070,-4.8,-0.1,192.11636363636364,86.18248,Shooting Guard
1830,82,GSW,1979,Purdue,10,598,12732,4141,817,1962,.507,.271,.857,21.3,6.9,1.4,3.3,21.2,.080,-1.6,1.4,183.11090909090908,76.203456,Point Guard
